"","SampleName","Reef","Site","Habitat","Pale","Group","Well","Temperature","T1_Fm","T2_PAR1","T2_PAR2","T2_PAR3","T2_PAR4","T2_PAR5","T2_PAR6","T2_PAR7","T2_PAR8","T2_PAR9","T2_PAR10","T2_PAR11","T2_PAR12","T2_PAR13","T2_PAR14","T2_PAR15","T2_ETR1","T2_ETR2","T2_ETR3","T2_ETR4","T2_ETR5","T2_ETR6","T2_ETR7","T2_ETR8","T2_ETR9","T2_ETR10","T2_ETR11","T2_ETR12","T2_ETR13","T2_ETR14","T2_ETR15","T2_QY_Lss1","T2_QY_Lss2","T2_QY_Lss3","T2_QY_Lss4","T2_QY_Lss5","T2_QY_Lss6","T2_QY_Lss7","T2_QY_Lss8","T2_QY_Lss9","T2_QY_Lss10","T2_QY_Lss11","T2_QY_Lss12","T2_QY_Lss13","T2_QY_Lss14","T2_QY_Lss15","T2_NPQ_Lss1","T2_NPQ_Lss2","T2_NPQ_Lss3","T2_NPQ_Lss4","T2_NPQ_Lss5","T2_NPQ_Lss6","T2_NPQ_Lss7","T2_NPQ_Lss8","T2_NPQ_Lss9","T2_NPQ_Lss10","T2_NPQ_Lss11","T2_NPQ_Lss12","T2_NPQ_Lss13","T2_NPQ_Lss14","T2_NPQ_Lss15","T3_Fv/Fm_Lss1","T3_Fm","T3_QY_max"
"41","LB 7","Opal Reef","Long Bommie","Upper slope-crest",FALSE,"Opal Long Bommie",5,35.75,8427.77,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,10.2745,15.8116,13.7634,12.6241,10.2475,9.3279,12.1084,-4.9392,7.2534,5.7991,9.2434,8.9736,10.1257,12.9671,8.8557,0.43,0.22,0.11,0.07,0.05,0.04,0.04,-0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.03,0.09,0.12,0.11,0.12,0.11,0.13,0.19,0.22,0.26,0.31,0.38,0.43,0.49,0.55,0.23,7227.63,0.23
"42","LB 7","Opal Reef","Long Bommie","Upper slope-crest",FALSE,"Opal Long Bommie",6,37,7885.67,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,4.7099,-4.6701,-16.534,-19.3445,-18.3337,-15.4573,-10.4144,-4.7123,2.5522,3.2367,2.1485,-4.8072,-0.1773,4.642,-7.034,0.2,-0.06,-0.14,-0.11,-0.08,-0.06,-0.03,-0.01,0.01,0.01,0,-0.01,0,0.01,-0.01,0.02,0.02,0.03,0,-0.01,0,0.01,0.07,0.08,0.14,0.22,0.29,0.35,0.41,0.49,0.1,6949.69,0.1
"43","LB 8","Opal Reef","Long Bommie","Upper slope-crest",FALSE,"Opal Long Bommie",1,24.5,7001.5,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.5599,37.1192,54.0213,67.7541,77.5427,87.2977,94.9808,98.9931,109.0295,103.3657,103.3595,105.7311,105.7127,102.6585,95.0153,0.57,0.52,0.45,0.4,0.36,0.33,0.3,0.27,0.27,0.23,0.2,0.19,0.18,0.16,0.14,0.02,0.02,0.05,0.05,0.09,0.13,0.2,0.3,0.37,0.49,0.59,0.71,0.78,0.89,0.99,0.57,8617.82,0.58
"44","LB 8","Opal Reef","Long Bommie","Upper slope-crest",FALSE,"Opal Long Bommie",2,29.5,7978.72,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.7957,38.0993,57.792,75.6336,91.6993,104.4747,117.5876,114.3777,134.7144,135.4065,137.2264,132.4863,134.5363,136.3074,136.6198,0.58,0.53,0.48,0.45,0.42,0.39,0.38,0.32,0.33,0.3,0.27,0.24,0.22,0.21,0.2,0.01,0.03,0.05,0.05,0.06,0.11,0.17,0.27,0.37,0.49,0.61,0.73,0.82,0.91,1.01,0.59,10086.44,0.6
"45","LB 8","Opal Reef","Long Bommie","Upper slope-crest",FALSE,"Opal Long Bommie",3,31.5,8306.88,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.8492,33.9797,49.6358,65.7428,79.5566,92.0018,103.0564,99.3309,115.8086,111.8871,117.3552,114.0204,113.1805,118.4935,101.6811,0.54,0.47,0.41,0.39,0.37,0.35,0.33,0.27,0.28,0.24,0.23,0.21,0.19,0.18,0.15,0,0.01,0.04,0.04,0.08,0.14,0.22,0.31,0.43,0.55,0.65,0.78,0.88,0.95,1.08,0.56,10211.95,0.57
"46","LB 8","Opal Reef","Long Bommie","Upper slope-crest",FALSE,"Opal Long Bommie",4,34.5,7478.04,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.5519,27.3989,39.291,53.1682,64.0234,71.6908,79.4291,79.9764,87.4662,85.448,86.5191,87.8325,73.7633,82.0088,70.7859,0.49,0.38,0.33,0.32,0.3,0.27,0.25,0.22,0.21,0.19,0.17,0.16,0.12,0.13,0.1,0,0.02,0.05,0.07,0.13,0.22,0.32,0.43,0.59,0.75,0.88,1.02,1.2,1.29,1.43,0.42,7776.53,0.44
"47","LB 8","Opal Reef","Long Bommie","Upper slope-crest",FALSE,"Opal Long Bommie",5,35.75,7944.83,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,9.2205,14.0571,10.9723,10.0146,5.3946,2.6774,5.6952,-13.9891,6.0443,2.2411,5.9184,8.7265,5.398,10.5794,5.0124,0.39,0.2,0.09,0.06,0.02,0.01,0.02,-0.04,0.01,0,0.01,0.02,0.01,0.02,0.01,-0.01,0.01,0.05,0.05,0.06,0.06,0.06,0.08,0.08,0.1,0.12,0.13,0.17,0.19,0.23,0.28,8202.56,0.28
"48","LB 8","Opal Reef","Long Bommie","Upper slope-crest",FALSE,"Opal Long Bommie",6,37,8639.28,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,3.5063,-5.6738,-18.8963,-23.5295,-25.028,-21.1065,-14.1492,-12.224,-5.8294,-2.6873,1.6024,-0.9699,-1.9229,-0.7466,0.3103,0.15,-0.08,-0.16,-0.14,-0.12,-0.08,-0.05,-0.03,-0.01,-0.01,0,0,0,0,0,0.01,0,0.02,0,-0.01,-0.02,-0.01,0.02,0.04,0.08,0.13,0.19,0.25,0.3,0.36,0.1,6721.15,0.1
"49","LI F1","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",1,24.1,12365.31,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.717,20.2936,55.553,74.5854,82.6132,67.8103,89.463,100.3501,101.424,53.2984,99.2351,133.1727,92.6102,121.2294,91.7551,0.58,0.28,0.46,0.44,0.38,0.26,0.29,0.28,0.25,0.12,0.2,0.24,0.15,0.19,0.13,0.02,0.72,0.09,0.18,0.21,0.5,0.49,0.6,0.66,1.12,0.89,0.91,1.12,1.12,1.21,0.59,11624.01,0.66
"50","LI F1","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",2,25.6,10439.09,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,10.9584,19.4372,38.293,54.2114,63.1724,67.0951,81.4382,86.6024,97.4887,76.0471,102.1422,107.0284,104.5716,94.0846,96.8811,0.46,0.27,0.32,0.32,0.29,0.25,0.26,0.24,0.24,0.17,0.2,0.19,0.17,0.14,0.14,0.07,0.41,0.28,0.36,0.39,0.53,0.57,0.69,0.79,1.06,1.01,1.16,1.28,1.39,1.47,0.56,8567.01,0.59
"51","LI F1","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",3,29.2,13433.04,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.1244,7.472,42.5619,58.7924,67.5895,55.6758,80.5364,90.5349,107.413,49.2794,115.2078,119.4191,104.9931,121.6391,94.7396,0.47,0.1,0.35,0.35,0.31,0.21,0.26,0.25,0.26,0.11,0.23,0.22,0.17,0.19,0.14,0.01,0.67,0.13,0.23,0.22,0.46,0.41,0.5,0.54,0.99,0.75,0.88,1.05,1.07,1.22,0.56,11432.07,0.63
"52","LI F1","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",4,33.5,12691.81,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,10.9503,5.8418,37.3394,47.0567,53.9269,37.4622,51.6679,59.448,73.6015,8.551,82.7734,73.4599,61.063,72.0261,49.7418,0.46,0.08,0.31,0.28,0.25,0.14,0.17,0.16,0.18,0.02,0.16,0.13,0.1,0.11,0.07,0,0.51,0.1,0.23,0.28,0.56,0.59,0.69,0.75,1.2,0.92,1.06,1.19,1.2,1.3,0.5,9177.46,0.56
"53","LI F1","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",5,37.6,11637.64,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,6.7957,-14.8958,10.5421,-0.3227,-6.0553,-34.7448,-23.3224,-20.4342,-5.5089,-94.5632,5.3654,-3.9751,-10.7841,-12.633,-25.0417,0.29,-0.21,0.09,0,-0.03,-0.13,-0.07,-0.06,-0.01,-0.21,0.01,-0.01,-0.02,-0.02,-0.04,0.13,0.82,0.33,0.43,0.37,0.51,0.39,0.38,0.37,0.67,0.41,0.49,0.59,0.61,0.69,0.26,7055.48,0.31
"54","LI F1","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",6,40.2,9684.6,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,7.265,-7.8926,5.6948,11.8275,-4.9753,-39.514,-18.8721,-15.1112,-7.3323,-72.7165,0.8222,2.4423,-18.9223,3.0665,-13.1273,0.31,-0.11,0.05,0.07,-0.02,-0.15,-0.06,-0.04,-0.02,-0.16,0,0,-0.03,0,-0.02,0.05,0.59,0.18,0.2,0.16,0.32,0.22,0.24,0.25,0.53,0.35,0.43,0.55,0.57,0.65,0.22,5962.66,0.27
"55","LI F2","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",1,24.1,10290.16,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.3893,29.1372,53.9648,71.2148,76.6743,73.9414,82.764,91.9112,99.0345,69.7144,104.9082,106.0934,94.0738,96.4156,87.0786,0.57,0.41,0.45,0.42,0.35,0.28,0.26,0.25,0.24,0.15,0.21,0.19,0.16,0.15,0.12,0.02,0.3,0.08,0.14,0.21,0.4,0.46,0.55,0.64,0.92,0.83,0.95,1.09,1.15,1.23,0.59,9671.16,0.64
"56","LI F2","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",2,25.6,13813.6,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,10.865,-3.0989,41.1267,54.2388,63.0869,51.002,61.7234,68.1645,82.9854,24.4201,83.899,89.3226,74.5305,73.1203,71.148,0.46,-0.04,0.34,0.32,0.29,0.19,0.2,0.19,0.2,0.05,0.17,0.16,0.12,0.11,0.1,0.01,0.73,0.01,0.05,0.07,0.29,0.29,0.38,0.41,0.75,0.56,0.66,0.79,0.82,0.87,0.57,12833.92,0.61
"57","LI F2","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",3,29.2,11742.7,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,10.468,8.955,43.4703,51.5396,70.2556,67.9724,78.2167,85.5133,103.8795,50.2025,113.9553,90.1372,115.3775,89.8318,93.4916,0.44,0.12,0.36,0.31,0.32,0.26,0.25,0.24,0.25,0.11,0.23,0.16,0.19,0.14,0.13,0.01,0.43,0.08,0.21,0.2,0.38,0.41,0.51,0.58,0.95,0.78,0.99,1.07,1.18,1.28,0.55,9914.33,0.6
"58","LI F2","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",4,33.5,12307.97,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,10.6862,5.9319,41.8763,48.3491,58.984,45.331,61.5328,66.0707,84.5199,8.7775,92.8316,81.8181,64.7437,64.3518,46.9339,0.45,0.08,0.35,0.29,0.27,0.17,0.2,0.18,0.21,0.02,0.18,0.15,0.11,0.1,0.07,-0.01,0.47,0.05,0.19,0.23,0.49,0.51,0.64,0.73,1.24,0.95,1.14,1.34,1.39,1.53,0.42,8405.23,0.49
"59","LI F2","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",5,37.6,10255.47,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,7.0829,-9.0346,8.4271,-2.2994,-5.5427,-26.7675,-22.0469,-18.6067,-6.1905,-61.8521,-3.9465,-7.9198,-7.4218,-13.8323,-23.444,0.3,-0.13,0.07,-0.01,-0.03,-0.1,-0.07,-0.05,-0.02,-0.14,-0.01,-0.01,-0.01,-0.02,-0.03,0.05,0.51,0.21,0.3,0.25,0.34,0.27,0.25,0.23,0.42,0.28,0.36,0.42,0.46,0.53,0.24,6709.96,0.28
"60","LI F2","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",6,40.2,10830.12,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,7.2559,-14.0511,7.1741,3.1788,-4.9409,-38.5588,-22.9893,-16.5462,-3.9379,-72.6099,-10.9874,-0.669,-11.1103,-5.2194,-18.7322,0.31,-0.2,0.06,0.02,-0.02,-0.15,-0.07,-0.05,-0.01,-0.16,-0.02,0,-0.02,-0.01,-0.03,0.01,0.51,0.07,0.15,0.12,0.28,0.22,0.25,0.25,0.54,0.38,0.46,0.55,0.6,0.67,0.2,6725.27,0.25
"61","LI F3","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",1,24.1,6222.66,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.4356,-3.1075,50.314,51.5502,68.3876,38.2726,54.2028,64.4098,97.4841,-9.7193,123.9819,106.1348,111.3094,96.5991,87.0907,0.53,-0.04,0.42,0.31,0.32,0.14,0.17,0.18,0.24,-0.02,0.24,0.19,0.18,0.15,0.12,0.09,1.52,0.3,0.65,0.49,0.95,0.85,0.92,0.89,1.63,0.99,1.22,1.37,1.43,1.57,0.53,5835.94,0.62
"62","LI F3","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",2,25.6,10501.61,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.731,22.0252,50.4563,66.8502,82.7842,86.6238,96.5575,106.2885,119.8552,87.4323,129.0942,117.675,120.0245,114.3573,108.7683,0.5,0.31,0.42,0.4,0.38,0.33,0.31,0.29,0.29,0.19,0.26,0.21,0.2,0.18,0.16,0.03,0.36,0.1,0.15,0.15,0.28,0.32,0.4,0.48,0.75,0.68,0.86,1,1.1,1.2,0.58,10081.5,0.62
"63","LI F3","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",3,29.2,11785.27,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.3106,17.1746,43.0228,65.4625,76.0315,81.0906,100.753,110.0495,121.0886,93.141,126.1096,128.1032,123.3702,114.1004,117.6867,0.48,0.24,0.36,0.39,0.35,0.31,0.32,0.3,0.3,0.2,0.25,0.23,0.2,0.18,0.17,0.01,0.41,0.11,0.11,0.11,0.21,0.2,0.27,0.34,0.6,0.53,0.65,0.79,0.89,0.98,0.57,10962.35,0.62
"64","LI F3","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",4,33.5,12056.55,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.2346,-12.0724,40.2858,39.3581,56.7333,45.4883,51.8938,53.0208,78.8249,-8.0827,90.4409,57.4459,61.8577,34.4626,37.7908,0.47,-0.17,0.34,0.23,0.26,0.17,0.17,0.15,0.19,-0.02,0.18,0.1,0.1,0.05,0.05,0,0.86,0.07,0.22,0.2,0.43,0.45,0.57,0.6,1.08,0.76,0.96,1.1,1.16,1.23,0.4,9715.3,0.46
"65","LI F3","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",5,37.6,5954.81,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,8.9722,-16.0524,14.3446,1.4452,2.4224,-39.3404,-27.2478,-26.0647,4.2674,-126.8633,-2.1575,-2.1981,5.2505,-0.2595,-19.5048,0.38,-0.22,0.12,0.01,0.01,-0.15,-0.09,-0.07,0.01,-0.28,0,0,0.01,0,-0.03,0.1,1.13,0.46,0.7,0.55,0.81,0.62,0.63,0.5,1,0.54,0.57,0.62,0.56,0.62,0.27,4713.87,0.33
"66","LI F3","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",6,40.2,10737.91,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,5.7047,-6.822,1.7006,-1.9308,-7.4873,-19.9435,-17.8221,-18.387,-3.3317,-50.4483,-0.1215,-11.2707,-11.333,-11.3718,-13.2687,0.24,-0.09,0.01,-0.01,-0.03,-0.08,-0.06,-0.05,-0.01,-0.11,0,-0.02,-0.02,-0.02,-0.02,0,0.23,0.04,0.08,0.08,0.17,0.17,0.22,0.24,0.44,0.36,0.45,0.55,0.59,0.66,0.16,6625.06,0.18
"67","LI F4","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",1,24.1,8375.98,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.873,30.6284,59.2308,73.8445,81.5807,74.6341,82.2739,84.1603,102.1104,54.1101,108.6153,101.2791,93.2427,88.0943,84.6736,0.63,0.43,0.49,0.44,0.38,0.28,0.26,0.23,0.25,0.12,0.21,0.18,0.15,0.14,0.12,0.03,0.47,0.16,0.29,0.34,0.6,0.65,0.78,0.84,1.26,1.05,1.25,1.42,1.49,1.59,0.6,7994.57,0.65
"68","LI F4","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",2,25.6,8911.12,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.9578,25.5432,53.1784,64.0571,68.9642,62.0211,73.2465,80.6042,93.7279,36.3376,102.3268,96.5726,83.0468,90.5455,83.2946,0.59,0.36,0.44,0.38,0.32,0.23,0.23,0.22,0.23,0.08,0.2,0.17,0.14,0.14,0.12,0.04,0.43,0.14,0.26,0.34,0.58,0.62,0.73,0.83,1.26,1.01,1.18,1.36,1.4,1.49,0.6,8203.1,0.64
"69","LI F4","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",3,29.2,8872.82,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.2654,18.0889,45.1904,62.6955,69.1762,70.7605,83.9432,93.951,116.27,86.6312,115.2654,132.7309,117.5659,119.7972,89.8779,0.52,0.25,0.38,0.37,0.32,0.27,0.27,0.26,0.28,0.19,0.23,0.24,0.2,0.18,0.13,0.07,0.59,0.28,0.37,0.38,0.52,0.55,0.65,0.67,1.03,0.91,1.07,1.26,1.35,1.5,0.57,8270.32,0.63
"70","LI F4","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",4,33.5,8421.76,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.5271,-7.3958,39.121,39.2919,52.1236,26.6113,40.3608,40.7845,72.3304,-46.5959,80.2438,60.7966,83.7239,55.7016,47.9967,0.49,-0.1,0.33,0.23,0.24,0.1,0.13,0.11,0.18,-0.1,0.16,0.11,0.14,0.09,0.07,0.1,1.21,0.36,0.6,0.54,0.97,0.9,1.06,1.1,1.91,1.28,1.57,1.72,1.75,1.9,0.44,5973.1,0.53
"71","LI F4","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",5,37.6,9057.03,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,6.9907,-18.5553,10.3142,-1.8379,-3.4755,-43.7036,-31.164,-23.7323,-2.6773,-108.9172,-6.9609,-6.5703,-14.8728,-8.89,-22.1884,0.3,-0.26,0.09,-0.01,-0.02,-0.16,-0.1,-0.07,-0.01,-0.24,-0.01,-0.01,-0.02,-0.01,-0.03,0.09,0.89,0.3,0.46,0.37,0.6,0.49,0.48,0.44,0.83,0.5,0.58,0.65,0.66,0.71,0.27,5870.96,0.33
"72","LI F4","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",6,40.2,8286.83,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,7.6535,-2.667,7.1415,14.7174,-5.7966,-25.7979,-21.1974,-15.161,-3.7539,-50.4595,5.4476,24.1171,-15.3726,16.7904,-30.8346,0.32,-0.04,0.06,0.09,-0.03,-0.1,-0.07,-0.04,-0.01,-0.11,0.01,0.04,-0.03,0.03,-0.04,0.08,0.57,0.29,0.34,0.32,0.42,0.37,0.37,0.34,0.58,0.39,0.45,0.56,0.54,0.63,0.29,5936.94,0.33
"73","LI F13","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",1,23.5,10189.17,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.3445,34.228,54.5994,71.5206,75.9656,90.1262,98.7715,106.5785,112.9005,120.0632,124.7816,110.4481,109.0681,109.8373,106.2583,0.48,0.48,0.45,0.42,0.35,0.34,0.32,0.29,0.28,0.26,0.25,0.2,0.18,0.17,0.15,0.02,-0.02,-0.02,0.02,0.16,0.21,0.3,0.39,0.47,0.56,0.66,0.78,0.86,0.96,1.03,0.6,11653.36,0.6
"74","LI F13","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",2,25.3,12828.44,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,9.4629,30.5302,51.176,70.4473,71.7609,98.1364,109.3584,115.5704,122.5189,131.9558,135.4953,115.0994,107.0291,113.3131,104.9847,0.4,0.42,0.43,0.42,0.33,0.37,0.35,0.32,0.3,0.29,0.27,0.21,0.18,0.17,0.15,0.09,0.02,-0.01,-0.01,0.12,0.09,0.18,0.28,0.36,0.47,0.58,0.73,0.82,0.93,0.97,0.6,12511.19,0.6
"75","LI F13","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",3,28.5,11840.07,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,10.3189,29.7721,49.4837,66.9864,73.5809,95.2802,110.019,119.2045,128.1204,140.0193,145.8846,120.173,107.9146,121.2769,93.645,0.44,0.41,0.41,0.4,0.34,0.36,0.35,0.33,0.31,0.31,0.29,0.22,0.18,0.19,0.13,0.04,0.02,0.01,0.02,0.09,0.07,0.13,0.2,0.28,0.39,0.52,0.71,0.85,1,1.1,0.59,11848.32,0.6
"76","LI F13","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",4,32.2,11322.82,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.687,28.8752,45.1955,62.0363,66.7506,86.2387,102.4461,113.5115,114.9875,120.5629,126.9699,125.9364,126.0304,112.7296,125.6164,0.49,0.4,0.38,0.37,0.31,0.33,0.33,0.31,0.28,0.26,0.25,0.23,0.21,0.17,0.18,0.05,0.1,0.14,0.15,0.23,0.21,0.5,0.58,0.71,0.84,0.94,1.07,1.18,1.35,1.38,0.59,8832.11,0.59
"77","LI F13","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",5,35.6,9842.76,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,8.2575,15.0853,23.7922,31.5295,20.2611,38.6903,47.6662,57.6906,59.3473,73.3285,79.9601,51.0271,37.856,31.3128,60.1108,0.35,0.21,0.2,0.19,0.09,0.15,0.15,0.16,0.14,0.16,0.16,0.09,0.06,0.05,0.09,0.19,0.44,0.56,0.64,0.86,0.8,0.9,0.95,1.05,1.12,1.22,1.35,1.43,2.49,2.48,0.31,7536.52,0.33
"78","LI F13","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",6,36.5,12967.24,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,8.9161,20.4336,32.2753,40.9943,41.3413,54.2412,58.5465,60.2728,60.7399,66.5983,69.0214,53.3843,47.8119,54.0639,34.3535,0.38,0.28,0.27,0.24,0.19,0.2,0.19,0.17,0.15,0.15,0.14,0.1,0.08,0.08,0.05,0.12,0.32,0.44,0.55,0.71,0.74,0.85,0.97,1.06,1.16,1.24,1.34,1.39,1.43,1.46,0.35,9536.56,0.36
"79","LI F14","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",1,23.5,10489.49,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,8.9597,26.7359,43.3094,57.6012,62.3041,73.4142,79.5307,84.4579,86.3952,91.8985,92.8288,81.7571,78.4709,77.2727,72.6903,0.38,0.37,0.36,0.34,0.29,0.28,0.25,0.23,0.21,0.2,0.18,0.15,0.13,0.12,0.1,0.03,-0.03,-0.04,-0.01,0.11,0.17,0.25,0.33,0.41,0.48,0.56,0.64,0.71,0.78,0.82,0.52,12263.4,0.52
"80","LI F14","Low Isles","Near transplant blocks","Reef flat",FALSE,"Low Isles flat",2,25.3,12417.33,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,9.2069,27.9406,44.2773,57.5856,61.7401,75.6835,82.7657,87.576,91.4548,97.7516,101.8021,88.5112,74.9466,83.2767,75.3773,0.39,0.39,0.37,0.34,0.28,0.29,0.26,0.24,0.22,0.21,0.2,0.16,0.12,0.13,0.11,0.01,-0.03,-0.02,0.02,0.11,0.14,0.2,0.28,0.37,0.46,0.54,0.64,0.73,0.79,0.84,0.55,11869.85,0.56
